Ticker, Routing, Documentation, Label,Smallest unit Decimal (number)
ADA, ADA, Cardano native currency, Cardano,6
ALGO, ALGO, Algorand native currency, Algorand,6
AVAX, AVAX, Avalanche, Avalanche,18
BTC, BTC, Bitcoin. The first and the only., Bitcoin,8
DOGE, DOGE, Elon’s favorite Dog., Dogecoin,8
NEAR, NEAR, Near native currency, Near Blockchain,24
DOT, DOT, Polkadot native currency, Polkadot,10
CFG, CFG, Centrifuge native currency, Centrifuge,18
ETH, ETH, Ethereum, Ethereum,18
EGLD, EGLD, Elrond, Elrond,18
FTM, FTM, Fantom, Fantom,18
OP, OP, Optimism, Optimism,18
sFUEL, sFUEL, Skale, Skale,18
ARB, ARB, Arbitrum, Arbitrum,18
LTC, LTC, Lite Coin native currency, Litecoin,8
KSM, KSM, Kusama – Polkadot’s Canary network, Kusama,12
TRX, TRX, Tron native currency, Tron,6
XLM, XLM, Stellar native coin., Stellar,7
XRP, XRP, Ripple., Ripple,6
ATOM, ATOM, Cosmos., Cosmos,6
MATIC, MATIC, Polygon, Polygon,18
XTZ, XTZ, Tezos native currency, Tezos,6
SOL, SOL, Solana, Solana,9
POLYX, POLYX, Polymesh, Polymesh,0
EUR, EUR, Euro, Euro,2
USD, USD, US Dollar, US Dollar,2
GBP, GBP, Pound sterling, Pound sterling,2
CHF, CHF, Swiss franc, Swiss franc,2
BNB, BNB, Binance Coin, Binance Coin,18
EURL_XTZ, EURL.XTZ, EURL token tezos,EURL token tezos,6
DFNS_POLYX, DFNS.POLYX, Dfns token, Dfns token,0
WAVAX_AVAX, WAVAX.AVAX, Wrapped AVAX, Wrapped AVAX,18
UNI_ETH, UNI.ETH, UniSwap token, Uniswap,18
AAVE_MATIC,AAVE.MATIC,Aave,Aave,18
AMP_MATIC,AMP.MATIC,Amp,Amp,18
BAL_MATIC,BAL.MATIC,Balancer,Balancer,18
BAND_MATIC,BAND.MATIC,Band Protocol,Band Protocol,18
BNT_MATIC,BNT.MATIC,Bancor Network Token,Bancor Network Token,18
COMP_MATIC,COMP.MATIC,Compound,Compound,18
CRV_MATIC,CRV.MATIC,Curve DAO Token,Curve DAO Token,18
CVC_MATIC,CVC.MATIC,Civic,Civic,8
DAI_MATIC,DAI.MATIC,Dai Stablecoin,Dai Stablecoin,18
ENS_MATIC,ENS.MATIC,Ethereum Name Service,Ethereum Name Service,18
GNO_MATIC,GNO.MATIC,Gnosis Token,Gnosis Token,18
GRT_MATIC,GRT.MATIC,The Graph,The Graph,18
KEEP_MATIC,KEEP.MATIC,Keep Network,Keep Network,18
KNC_MATIC,KNC.MATIC,Kyber Network Crystal,Kyber Network Crystal,18
LINK_MATIC,LINK.MATIC,ChainLink Token,ChainLink Token,18
LOOM_MATIC,LOOM.MATIC,Loom Network,Loom Network,18
LRC_MATIC,LRC.MATIC,LoopringCoin V2,LoopringCoin V2,18
MANA_MATIC,MANA.MATIC,Decentraland,Decentraland,18
MKR_MATIC,MKR.MATIC,Maker,Maker,18
NMR_MATIC,NMR.MATIC,Numeraire,Numeraire,18
OXT_MATIC,OXT.MATIC,Orchid,Orchid,18
REN_MATIC,REN.MATIC,Republic Token,Republic Token,18
REPv2_MATIC,REPv2.MATIC,Reputation Augur v2,Reputation Augur v2,18
SNX_MATIC,SNX.MATIC,Synthetix Network Token,Synthetix Network Token,18
STORJ_MATIC,STORJ.MATIC,Storj Token,Storj Token,8
sUSD_MATIC,sUSD.MATIC,Synth sUSD,Synth sUSD,18
TBTC_MATIC,TBTC.MATIC,tBTC,tBTC,18
UMA_MATIC,UMA.MATIC,UMA Voting Token v1,UMA Voting Token v1,18
UNI_MATIC,UNI.MATIC,Uniswap,Uniswap,18
USDC_MATIC,USDC.MATIC,USDCoin,USDCoin,6
USDT_MATIC,USDT.MATIC,Tether USD,Tether USD,6
WBTC_MATIC,WBTC.MATIC,Wrapped BTC,Wrapped BTC,8
WETH_MATIC,WETH.MATIC,Wrapped Ether,Wrapped Ether,18
WMATIC_MATIC,WMATIC.MATIC,Wrapped Matic,Wrapped Matic,18
YFI_MATIC,YFI.MATIC,yearn finance,yearn finance,18
ZRX_MATIC,ZRX.MATIC,0x Protocol Token,0x Protocol Token,18
300_BNB,300.BNB,Spartan,Spartan,7
867_BNB,867.BNB,867,867,9
CAKE_BNB,CAKE.BNB,PancakeSwap,PancakeSwap,18
0XMR_BNB,0XMR.BNB,0xMonero,0xMonero,18
0XPAD_BNB,0XPAD.BNB,0xPAD,0xPAD,18
100X_BNB,100X.BNB,100xCoin,100xCoin,18
10SET_BNB,10SET.BNB,Tenset,Tenset,18
1ART_BNB,1ART.BNB,OneArt,OneArt,18
1BIT_BNB,1BIT.BNB,OneBit,OneBit,18
1BOX_BNB,1BOX.BNB,1BOX,1BOX,18
1DOGE_BNB,1DOGE.BNB,1Doge,1Doge,18
1INCH_BNB,1INCH.BNB,1inch,1inch,18
1MCT_BNB,1MCT.BNB,MicroCreditToken,MicroCreditToken,18
1NFT_BNB,1NFT.BNB,1NFT,1NFT,18
1TRC_BNB,1TRC.BNB,1TRONIC,1TRONIC,18
2022M_BNB,2022M.BNB,2022MOON,2022MOON,18
2030FLOKI_BNB,2030FLOKI.BNB,2030 Floki,2030 Floki,4
2CHAINLINKS_BNB,2CHAINLINKS.BNB,2 Chains,2 Chains,9
2CRZ_BNB,2CRZ.BNB,2crazyNFT,2crazyNFT,18
2GOSHI_BNB,2GOSHI.BNB,2GoShi,2GoShi,8
2LC_BNB,2LC.BNB,2local,2local,18
452B_BNB,452B.BNB,Kepler452b,Kepler452b,18
4JNET_BNB,4JNET.BNB,4JNET,4JNET,9
4MW_BNB,4MW.BNB,4MW,4MW,18
4PLAY_BNB,4PLAY.BNB,4PLAY,4PLAY,18
4STC_BNB,4STC.BNB,4 Stock,4 Stock,18
7UP_BNB,7UP.BNB,7up,7up,18
808TA_BNB,808TA.BNB,808TA Token,808TA Token,18
8PAY_BNB,8PAY.BNB,8Pay,8Pay,18
A4_BNB,A4.BNB,A4 Finance,A4 Finance,6
AAA_BNB,AAA.BNB,Moon Rabbit,Moon Rabbit,18
AAT_BNB,AAT.BNB,AscensionArcade,AscensionArcade,9
ABAKE_BNB,ABAKE.BNB,AngryBakery,AngryBakery,18
ABC_BNB,ABC.BNB,Abell Coin,Abell Coin,18
ABCD_BNB,ABCD.BNB,Crypto Inu,Crypto Inu,9
ABIC_BNB,ABIC.BNB,Arabic,Arabic,18
ABLE_BNB,ABLE.BNB,Able Finance,Able Finance,8
ABR_BNB,ABR.BNB,Allbridge,Allbridge,18
ABS_BNB,ABS.BNB,Absorber,Absorber,18
ABST_BNB,ABST.BNB,Abitshadow Token,Abitshadow Token,8
ABU_BNB,ABU.BNB,Abura Farm,Abura Farm,18
ABYSS_BNB,ABYSS.BNB,Down Below,Down Below,18
ABZ_BNB,ABZ.BNB,AstroBirdz,AstroBirdz,18
ACA_BNB,ACA.BNB,ACA Token,ACA Token,9
ACCEL_BNB,ACCEL.BNB,Accel Defi,Accel Defi,18
ACCG_BNB,ACCG.BNB,Australian Crypto C,Australian Crypto C,18
ACE_BNB,ACE.BNB,ACEToken,ACEToken,18
ACED_BNB,ACED.BNB,Aced,Aced,9
ACH_BNB,ACH.BNB,Alchemy Pay,Alchemy Pay,8
ACK_BNB,ACK.BNB,AcknoLedger,AcknoLedger,18
ACS_BNB,ACS.BNB,ACryptoS,ACryptoS,18
ACSI_BNB,ACSI.BNB,ACryptoSI,ACryptoSI,18
ACT_BNB,ACT.BNB,Acet,Acet,18
ACX_BNB,ACX.BNB,AccessLauncher,AccessLauncher,18
ACY_BNB,ACY.BNB,ACY Finance,ACY Finance,18
ADA_BNB,ADA.BNB,Binance Peg Cardano,Binance Peg Cardano,18
ADABOY_BNB,ADABOY.BNB,ADABoy,ADABoy,18
ADACASH_BNB,ADACASH.BNB,ADAcash,ADAcash,18
ADAFLECT_BNB,ADAFLECT.BNB,ADAFlect,ADAFlect,18
ADAO_BNB,ADAO.BNB,Ameru DAO,Ameru DAO,18
ADAPAD_BNB,ADAPAD.BNB,ADAPad,ADAPad,18
ADAT_BNB,ADAT.BNB,Adadex Tools,Adadex Tools,18
ADD_BNB,ADD.BNB,Add xyz  NEW ,Add xyz  NEW ,18
ADDICT_BNB,ADDICT.BNB,Addict Finance,Addict Finance,9
ADEN_BNB,ADEN.BNB,Adene,Adene,18
ADMC_BNB,ADMC.BNB,Adamant Coin,Adamant Coin,9
ADMONKEY_BNB,ADMONKEY.BNB,AdMonkey,AdMonkey,12
ADOGE_BNB,ADOGE.BNB,AmazingDoge,AmazingDoge,9
ADS_BNB,ADS.BNB,Adshares,Adshares,11
ADT_BNB,ADT.BNB,DotArcade,DotArcade,18
ADTX_BNB,ADTX.BNB,Aurora Dimension,Aurora Dimension,18
ADVAR_BNB,ADVAR.BNB,Advar Protocol,Advar Protocol,9
ADX_BNB,ADX.BNB,Ambire AdEx,Ambire AdEx,18
AEL_BNB,AEL.BNB,Spantale,Spantale,10
AEN_BNB,AEN.BNB,Altera,Altera,9
AER_BNB,AER.BNB,Aerdrop,Aerdrop,9
AERO_BNB,AERO.BNB,Aerochain,Aerochain,9
AETH_BNB,AETH.BNB,Aetherius,Aetherius,9
PRESALEDAO_BNB,PRESALEDAO.BNB,PresaleDAO,PresaleDAO,9
AFEN_BNB,AFEN.BNB,AFEN Blockchain,AFEN Blockchain,18
AFFINITY_BNB,AFFINITY.BNB,Affinity,Affinity,9
AFIB_BNB,AFIB.BNB,Aries Financial,Aries Financial,18
AFIN_BNB,AFIN.BNB,Asian Fintech,Asian Fintech,18
AFK_BNB,AFK.BNB,Idle Cyber,Idle Cyber,18
AFLOKI_BNB,AFLOKI.BNB,AngryFloki,AngryFloki,9
AFRO_BNB,AFRO.BNB,Afrostar,Afrostar,9
AFT_BNB,AFT.BNB,Ape Fun Token,Ape Fun Token,8
AGA_BNB,AGA.BNB,AGA Token,AGA Token,4
AGAR_BNB,AGAR.BNB,AGA Rewards,AGA Rewards,8
AGF_BNB,AGF.BNB,Augmented Finance,Augmented Finance,18
AGGL_BNB,AGGL.BNB,aggle io,aggle io,18
AGN_BNB,AGN.BNB,Agrinoble,Agrinoble,18
AGRO_BNB,AGRO.BNB,Agro Global,Agro Global,4
AGS_BNB,AGS.BNB,Collector Coin,Collector Coin,18
AGSPAD_BNB,AGSPAD.BNB,Aegis Launchpad,Aegis Launchpad,9
AHT_BNB,AHT.BNB,AngelHeart Token,AngelHeart Token,18
AI_BNB,AI.BNB,Artificial Intellig,Artificial Intellig,9
AIDI_BNB,AIDI.BNB,Aidi Finance,Aidi Finance,9
AIME_BNB,AIME.BNB,AnimeInu,AnimeInu,18
AIMX_BNB,AIMX.BNB,Aimedis,Aimedis,18
AINU_BNB,AINU.BNB,Anon Inu,Anon Inu,9
AIOZ_BNB,AIOZ.BNB,AIOZ Network,AIOZ Network,18
AIR_BNB,AIR.BNB,AirCoin,AirCoin,18
AIRI_BNB,AIRI.BNB,aiRight,aiRight,18
AIRPAY_BNB,AIRPAY.BNB,AirPay,AirPay,9
AIRT_BNB,AIRT.BNB,AirNFT Token,AirNFT Token,18
AIRX_BNB,AIRX.BNB,Aircoins,Aircoins,8
AJE_BNB,AJE.BNB,Ajeverse,Ajeverse,18
AK_BNB,AK.BNB,Astrokitties,Astrokitties,18
AKL_BNB,AKL.BNB,Akil Coin,Akil Coin,8
AKONG_BNB,AKONG.BNB,AdaKong,AdaKong,18
AKS_BNB,AKS.BNB,Arkarus,Arkarus,18
ALEPH_BNB,ALEPH.BNB,Aleph im,Aleph im,18
ALGOP_BNB,ALGOP.BNB,AlgoPainter,AlgoPainter,18
ALGOPAD_BNB,ALGOPAD.BNB,AlgoPad,AlgoPad,18
ALI_BNB,ALI.BNB,Alita,Alita,18
ALIA_BNB,ALIA.BNB,Xanalia,Xanalia,18
ALICE_BNB,ALICE.BNB,My Neighbor Alice,My Neighbor Alice,6
ALIST_BNB,ALIST.BNB,A List Royale,A List Royale,9
ALIX_BNB,ALIX.BNB,AlinX,AlinX,18
ALKOM_BNB,ALKOM.BNB,Alpha Kombat,Alpha Kombat,18
ALLBI_BNB,ALLBI.BNB,ALL BEST ICO,ALL BEST ICO,18
ALLEY_BNB,ALLEY.BNB,NFT Alley,NFT Alley,18
ALLOY_BNB,ALLOY.BNB,HyperAlloy,HyperAlloy,18
ALM_BNB,ALM.BNB,Alium Finance,Alium Finance,18
ALN_BNB,ALN.BNB,Aluna,Aluna,18
ALP_BNB,ALP.BNB,CoinAlpha,CoinAlpha,9
ALPA_BNB,ALPA.BNB,Alpaca City,Alpaca City,18
ALPACA_BNB,ALPACA.BNB,Alpaca Finance,Alpaca Finance,18
ALPHA_BNB,ALPHA.BNB,Alpha Finance,Alpha Finance,18
ALPINE_BNB,ALPINE.BNB,Alpine F1 Team Fan ,Alpine F1 Team Fan ,8
ALPY_BNB,ALPY.BNB,Alightpay,Alightpay,18
ALT_BNB,ALT.BNB,Alitas,Alitas,18
ALTB_BNB,ALTB.BNB,Altbase,Altbase,18
ALTERA_BNB,ALTERA.BNB,Altera Social,Altera Social,18
ALTS_BNB,ALTS.BNB,AltSwitch,AltSwitch,9
ALU_BNB,ALU.BNB,Altura,Altura,18
ALVN_BNB,ALVN.BNB,AlvareNet,AlvareNet,9
ALYA_BNB,ALYA.BNB,Alyattes,Alyattes,9
AMA_BNB,AMA.BNB,MrWeb Finance,MrWeb Finance,18
AMC_BNB,AMC.BNB,AMC Fight Night,AMC Fight Night,18
AMES_BNB,AMES.BNB,Amethyst,Amethyst,18
AMI_BNB,AMI.BNB,AMMYI Coin,AMMYI Coin,18
AMPL_BNB,AMPL.BNB,Ampleforth,Ampleforth,9
AMPLE_BNB,AMPLE.BNB,AmpleSwap,AmpleSwap,18
AMSTAFF_BNB,AMSTAFF.BNB,AmericanStaff Inu,AmericanStaff Inu,18
AMT_BNB,AMT.BNB,Amateras,Amateras,18
AMZE_BNB,AMZE.BNB,The Amaze World,The Amaze World,18
ANCHOR_BNB,ANCHOR.BNB,AnchorSwap,AnchorSwap,18
ANCW_BNB,ANCW.BNB,Ancient Warrior,Ancient Warrior,18
ANFT_BNB,ANFT.BNB,Artwork NFT,Artwork NFT,9
ANGEL_BNB,ANGEL.BNB,AngelsCreed,AngelsCreed,18
ANI_BNB,ANI.BNB,Anime Token,Anime Token,18
ANIA_BNB,ANIA.BNB,Arkania Protocol,Arkania Protocol,18
ANIM_BNB,ANIM.BNB,Animalia,Animalia,18
ANJI_BNB,ANJI.BNB,Anji,Anji,9
ANKR_BNB,ANKR.BNB,Ankr,Ankr,18
ANN_BNB,ANN.BNB,Annex Finance,Annex Finance,18
ANOM_BNB,ANOM.BNB,Anomus Coin,Anomus Coin,18
ANON_BNB,ANON.BNB,Anonymous BSC,Anonymous BSC,9
ANONFLOKI_BNB,ANONFLOKI.BNB,AnonFloki,AnonFloki,18
ANPAN_BNB,ANPAN.BNB,AnpanSwap Token,AnpanSwap Token,18
ANRX_BNB,ANRX.BNB,AnRKey X,AnRKey X,18
ANTEX_BNB,ANTEX.BNB,Antex,Antex,8
ANTIS_BNB,ANTIS.BNB,Antis Inu,Antis Inu,9
ANY_BNB,ANY.BNB,Anyswap,Anyswap,18
ANYP_BNB,ANYP.BNB,AnyPrinter,AnyPrinter,9
AOE_BNB,AOE.BNB,Apes of Empires,Apes of Empires,0
AOG_BNB,AOG.BNB,smARTOFGIVING,smARTOFGIVING,18
AOPC_BNB,AOPC.BNB,Apocalypse,Apocalypse,9
AOT_BNB,AOT.BNB,Age Of Tanks,Age Of Tanks,6
AOW_BNB,AOW.BNB,Art of War,Art of War,8
APAD_BNB,APAD.BNB,Anypad,Anypad,18
APE_BNB,APE.BNB,APEcoin,APEcoin,18
APEBOYS_BNB,APEBOYS.BNB,ApeBoys,ApeBoys,9
APEBUSD_BNB,APEBUSD.BNB,ApeBUSD,ApeBUSD,18
APEF_BNB,APEF.BNB,ApeFarmer,ApeFarmer,18
APEFUND_BNB,APEFUND.BNB,ApeFund,ApeFund,18
APES_BNB,APES.BNB,Apes Token,Apes Token,9
APEX_BNB,APEX.BNB,APEx Army,APEx Army,9
APIDAI_BNB,APIDAI.BNB,Apidai Network,Apidai Network,18
APP_BNB,APP.BNB,Dappsy,Dappsy,8
APPLE_BNB,APPLE.BNB,AppleSwap,AppleSwap,9
APRIL_BNB,APRIL.BNB,April,April,18
APX_BNB,APX.BNB,Apollo Coin,Apollo Coin,9
AQUA_BNB,AQUA.BNB,Planet Finance,Planet Finance,18
AQUAGOAT_BNB,AQUAGOAT.BNB,AquaGoat  Old ,AquaGoat  Old ,9
AQUARI_BNB,AQUARI.BNB,Aquari,Aquari,9
ARA_BNB,ARA.BNB,Adora Token,Adora Token,18
ARATA_BNB,ARATA.BNB,Arata,Arata,18
ARBX_BNB,ARBX.BNB,Arbix Finance,Arbix Finance,18
ARC_BNB,ARC.BNB,Arcade,Arcade,18
ARCA_BNB,ARCA.BNB,Arcana,Arcana,18
ARCANE_BNB,ARCANE.BNB,Arcane Token,Arcane Token,9
ARCANELEAGUE_BNB,ARCANELEAGUE.BNB,ArcaneLeague,ArcaneLeague,9
ARCHA_BNB,ARCHA.BNB,ArchAngel,ArchAngel,9
ARCONA_BNB,ARCONA.BNB,Arcona,Arcona,18
ARDN_BNB,ARDN.BNB,Ariadne,Ariadne,18
ARENA_BNB,ARENA.BNB,Arena Token,Arena Token,18
ARES_BNB,ARES.BNB,Ares Protocol,Ares Protocol,18
ARGON_BNB,ARGON.BNB,Argon,Argon,18
ARI_BNB,ARI.BNB,Manarium,Manarium,18
ARI10_BNB,ARI10.BNB,Ari10,Ari10,18
ARIX_BNB,ARIX.BNB,Arix,Arix,18
ARKER_BNB,ARKER.BNB,Arker,Arker,18
ARKN_BNB,ARKN.BNB,Ark Rivals,Ark Rivals,18
ARKS_BNB,ARKS.BNB,Ark Of The Universe,Ark Of The Universe,18
ARMD_BNB,ARMD.BNB,Armada,Armada,18
ART_BNB,ART.BNB,ArtOnline,ArtOnline,18
ARTEX_BNB,ARTEX.BNB,Artex,Artex,18
ARTH_BNB,ARTH.BNB,ARTH Valuecoin,ARTH Valuecoin,18
ARV_BNB,ARV.BNB,Ariva,Ariva,8
ASA_BNB,ASA.BNB,AstroSanta,AstroSanta,9
ASET_BNB,ASET.BNB,Parasset,Parasset,18
ASGARD_BNB,ASGARD.BNB,Asgard DAO,Asgard DAO,9
ASGARDV2_BNB,ASGARDV2.BNB,Asgard DAO V2,Asgard DAO V2,9
ASH_BNB,ASH.BNB,Ash Token,Ash Token,9
ASHARE_BNB,ASHARE.BNB,quartz defi AShare,quartz defi AShare,18
ASHIB_BNB,ASHIB.BNB,Alien Shiba Inu,Alien Shiba Inu,18
ASIA_BNB,ASIA.BNB,Asia Coin,Asia Coin,18
ASIX_BNB,ASIX.BNB,ASIX,ASIX,9
ASP_BNB,ASP.BNB,AscentPad,AscentPad,18
ASPO_BNB,ASPO.BNB,ASPO World,ASPO World,18
ASS_BNB,ASS.BNB,Australian Safe She,Australian Safe She,9
ASTRO_BNB,ASTRO.BNB,Astronos,Astronos,18
ASTROGOLD_BNB,ASTROGOLD.BNB,Astro Gold,Astro Gold,18
ASV_BNB,ASV.BNB,Astro Verse,Astro Verse,18
ASVA_BNB,ASVA.BNB,Asva Labs,Asva Labs,18
AT_BNB,AT.BNB,AT Finance,AT Finance,18
ATA_BNB,ATA.BNB,Automata,Automata,18
ATBFIG_BNB,ATBFIG.BNB,Financial Intellige,Financial Intellige,8
ATD_BNB,ATD.BNB,Catapult,Catapult,18
ATH_BNB,ATH.BNB,AetherV2,AetherV2,9
ATHD_BNB,ATHD.BNB,ATH Games,ATH Games,8
ATHENASV2_BNB,ATHENASV2.BNB,Athenas,Athenas,18
ATL_BNB,ATL.BNB,Atlantis Loans,Atlantis Loans,18
ATLAS_BNB,ATLAS.BNB,Star Atlas  Wormhol,Star Atlas  Wormhol,8
ATMUP_BNB,ATMUP.BNB,AutoMaticUp,AutoMaticUp,4
ATOM_BNB,ATOM.BNB,Cosmos Hub,Cosmos Hub,18
ATPAD_BNB,ATPAD.BNB,AtomPad,AtomPad,18
ATRI_BNB,ATRI.BNB,Atari,Atari,0
ATYNE_BNB,ATYNE.BNB,Aerotyne,Aerotyne,9
AU_BNB,AU.BNB,AutoCrypto,AutoCrypto,18
AUC_BNB,AUC.BNB,Auctus,Auctus,18
AUDIOM_BNB,AUDIOM.BNB,MetaAudio,MetaAudio,18
AUR_BNB,AUR.BNB,AUREO,AUREO,18
AUREUSRH_BNB,AUREUSRH.BNB,Aureus Token,Aureus Token,9
AURY_BNB,AURY.BNB,Aurory  Wormhole ,Aurory  Wormhole ,9
AUSD_BNB,AUSD.BNB,Alpaca USD,Alpaca USD,18
AUTO_BNB,AUTO.BNB,Auto,Auto,18
AVAX_BNB,AVAX.BNB,Binance Peg Avalanc,Binance Peg Avalanc,18
AVAXUP_BNB,AVAXUP.BNB,AvaxUp,AvaxUp,9
AVERSE_BNB,AVERSE.BNB,Arenaverse,Arenaverse,9
AVEX_BNB,AVEX.BNB,Aevolve Token,Aevolve Token,18
AVR_BNB,AVR.BNB,AVARA,AVARA,9
AVXL_BNB,AVXL.BNB,Avaxlauncher,Avaxlauncher,18
AWT_BNB,AWT.BNB,Airdrop World,Airdrop World,18
AXL_BNB,AXL.BNB,AXL INU,AXL INU,18
AXS_BNB,AXS.BNB,Axie Infinity,Axie Infinity,18
AXSET_BNB,AXSET.BNB,Axie Infinity Shard,Axie Infinity Shard,18
B21_BNB,B21.BNB,B21,B21,18
B2M_BNB,B2M.BNB,Bit2Me,Bit2Me,18
B2P_BNB,B2P.BNB,Block2Play,Block2Play,9
B2U_BNB,B2U.BNB,B2U Coin,B2U Coin,18
B8_BNB,B8.BNB,Binance8,Binance8,18
BABI_BNB,BABI.BNB,Babylons,Babylons,18
BABY_BNB,BABY.BNB,BabySwap,BabySwap,18
BABYADA_BNB,BABYADA.BNB,Baby ADA,Baby ADA,18
BABYAETH_BNB,BABYAETH.BNB,Baby Aetherius,Baby Aetherius,9
BABYBITC_BNB,BABYBITC.BNB,BabyBitcoin,BabyBitcoin,9
BABYBNB_BNB,BABYBNB.BNB,BabyBNB,BabyBNB,9
BABYBUSD_BNB,BABYBUSD.BNB,BabyBUSD,BabyBUSD,18
BABYCAKE_BNB,BABYCAKE.BNB,Baby Cake,Baby Cake,18
BABYCARE_BNB,BABYCARE.BNB,BabyCare,BabyCare,9
BABYCASPER_BNB,BABYCASPER.BNB,Baby Casper,Baby Casper,4
BABYCATGIRL_BNB,BABYCATGIRL.BNB,BabyCatGirl,BabyCatGirl,18
BABYCATS_BNB,BABYCATS.BNB,Baby Catcoin,Baby Catcoin,18
BABYDB_BNB,BABYDB.BNB,Baby Doge Billionai,Baby Doge Billionai,8
BABYDEFIDO_BNB,BABYDEFIDO.BNB,Baby DeFido,Baby DeFido,9
BABYDINGER_BNB,BABYDINGER.BNB,Baby Schrodinger Co,Baby Schrodinger Co,9
BABYDOGE_BNB,BABYDOGE.BNB,Save Baby Doge,Save Baby Doge,9
BABYDOGECASH_BNB,BABYDOGECASH.BNB,Baby Doge Cash,Baby Doge Cash,9
BABYDOGEINU_BNB,BABYDOGEINU.BNB,Baby Doge Inu,Baby Doge Inu,9
BABYDOGEKING_BNB,BABYDOGEKING.BNB,BabyDogeKing,BabyDogeKing,5
BABYDOGEMM_BNB,BABYDOGEMM.BNB,Baby Doge Money Mak,Baby Doge Money Mak,8
BABYDOGEZILLA_BNB,BABYDOGEZILLA.BNB,BabyDogeZilla,BabyDogeZilla,9
BABYDOGO_BNB,BABYDOGO.BNB,Baby Dogo Coin,Baby Dogo Coin,0
BABYDOUG_BNB,BABYDOUG.BNB,Baby Doug,Baby Doug,9
BABYEGG_BNB,BABYEGG.BNB,BabyEgg,BabyEgg,18
BABYETHV2_BNB,BABYETHV2.BNB,BabyETH V2,BabyETH V2,18
BABYEVERDOGE_BNB,BABYEVERDOGE.BNB,Baby EverDoge,Baby EverDoge,9
BABYFB_BNB,BABYFB.BNB,Baby Floki Billiona,Baby Floki Billiona,9
BABYFD_BNB,BABYFD.BNB,Baby Floki Doge,Baby Floki Doge,9
BABYFLOKICOIN_BNB,BABYFLOKICOIN.BNB,Baby Floki Coin,Baby Floki Coin,9
BABYFLOKIZILLA_BNB,BABYFLOKIZILLA.BNB,BabyFlokiZilla,BabyFlokiZilla,9
BABYFROG_BNB,BABYFROG.BNB,BabyFrog,BabyFrog,18
BABYHARMONY_BNB,BABYHARMONY.BNB,BabyHarmony,BabyHarmony,18
BABYKISHU_BNB,BABYKISHU.BNB,Baby Kishu,Baby Kishu,9
BABYKITTY_BNB,BABYKITTY.BNB,BabyKitty,BabyKitty,9
BABYMETA_BNB,BABYMETA.BNB,Baby Meta,Baby Meta,9
BABYPIG_BNB,BABYPIG.BNB,Baby Pig Token,Baby Pig Token,9
BABYPOO_BNB,BABYPOO.BNB,Baby Poocoin,Baby Poocoin,9
BABYSHIB_BNB,BABYSHIB.BNB,BabyShibby Inu,BabyShibby Inu,9
BABYSHIBAINU_BNB,BABYSHIBAINU.BNB,Baby Shiba Inu,Baby Shiba Inu,9
BABYSUN_BNB,BABYSUN.BNB,BabySun,BabySun,18
BABYTETHER_BNB,BABYTETHER.BNB,BABY TETHER,BABY TETHER,18
BABYTK_BNB,BABYTK.BNB,Baby Tiger King,Baby Tiger King,8
BABYUSDT_BNB,BABYUSDT.BNB,BabyUSDT,BabyUSDT,18
BABYWKD_BNB,BABYWKD.BNB,Babywakandainu,Babywakandainu,18
BABYWOLF_BNB,BABYWOLF.BNB,Baby Moon Wolf,Baby Moon Wolf,9
BABYX_BNB,BABYX.BNB,BabyXape,BabyXape,9
BABYXRP_BNB,BABYXRP.BNB,Baby Ripple,Baby Ripple,18
BACON_BNB,BACON.BNB,BaconDAO,BaconDAO,18
BAFE_BNB,BAFE.BNB,Bafe io,Bafe io,9
BAFI_BNB,BAFI.BNB,Bafi Finance Token,Bafi Finance Token,18
BAG_BNB,BAG.BNB,Blockchain Adventur,Blockchain Adventur,18
BAGEL_BNB,BAGEL.BNB,Bagels Finance,Bagels Finance,18
BAIT_BNB,BAIT.BNB,Baitcoin,Baitcoin,9
BAKE_BNB,BAKE.BNB,BakerySwap,BakerySwap,18
BAKECOIN_BNB,BAKECOIN.BNB,Bake Coin,Bake Coin,18
BAKEDCAKE_BNB,BAKEDCAKE.BNB,BakedCake Finance,BakedCake Finance,9
BAKEUP_BNB,BAKEUP.BNB,Bake Up,Bake Up,4
BAKS_BNB,BAKS.BNB,BaksDAO,BaksDAO,18
BALA_BNB,BALA.BNB,Shambala,Shambala,18
BALPAC_BNB,BALPAC.BNB,Baby Alpaca,Baby Alpaca,18
BAMBOO_BNB,BAMBOO.BNB,BambooDeFi,BambooDeFi,18
BAN_BNB,BAN.BNB,Banano,Banano,18
BANANA_BNB,BANANA.BNB,ApeSwap Finance,ApeSwap Finance,18
BANANAZ_BNB,BANANAZ.BNB,BANANAZ CLUB,BANANAZ CLUB,18
BANG_BNB,BANG.BNB,BANG Decentralized,BANG Decentralized,9
BANK_BNB,BANK.BNB,Bankers Dream,Bankers Dream,18
BANKER_BNB,BANKER.BNB,BankerDoge,BankerDoge,9
BANKWUPT_BNB,BANKWUPT.BNB,Bankwupt,Bankwupt,18
BAO_BNB,BAO.BNB,DAOBAO,DAOBAO,18
BAOE_BNB,BAOE.BNB,Business Age of Emp,Business Age of Emp,18
BAPE_BNB,BAPE.BNB,Bored Battle Apes,Bored Battle Apes,9
BAR_BNB,BAR.BNB,Hierocoin,Hierocoin,18
BARMY_BNB,BARMY.BNB,BscArmy,BscArmy,9
